number_of_patches,max_patch,second_max,total_patch_area,data_set_name,region,subregion,threshold,year,regsub,mean_max_patch,prop_max_patch,prop_second_max,delta_max_patch,delta_prop_max_patch,delta_year_patch,delta_year_prop_patch
37230,503827.28478835203,5320.744572560274,672169.4316928464,africa_AF_2_25_perc_threshold_in_MOD44B.MRTWEB.A2014065.051.Percent_Tree_Cover,AF,2,25,2014,AF2,525221.227246168,0.7495539978952513,0.007915778852305254,-21393.942457815923,-0.03182819903597174,-23845.89730757015,-0.020702634813139165
31749,370991.923408482,139287.67097021625,679090.2161927186,africa_AF_2_25_perc_threshold_in_MOD44B.MRTWEB.A2015065.051.Percent_Tree_Cover,AF,2,25,2015,AF2,525221.227246168,0.5463072719386645,0.20510922944984364,-154229.30383768596,-0.22711165638987402,-132835.36137987004,-0.20324672595658688
27624,461919.4655341259,5729.494757924237,624613.1102334622,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2000065.051.Percent_Tree_Cover,AF,2,27.5,2000,AF2,497584.33949037927,0.7395289307351777,0.009172869835829605,-35664.873956253345,-0.05709914404922249,NA,NA
30815,487167.00014826783,6548.451829241488,664083.2867215157,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2001065.051.Percent_Tree_Cover,AF,2,27.5,2001,AF2,497584.33949037927,0.7335932252614603,0.009860889379659378,-10417.33934211143,-0.01568679644618124,25247.534614141914,-0.0059357054737173565
27736,524798.5291524781,6389.088784769578,707582.1143594001,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2002065.051.Percent_Tree_Cover,AF,2,27.5,2002,AF2,497584.33949037927,0.7416786242930933,0.009029466199204106,27214.189662098826,0.03846082187469765,37631.52900421026,0.008085399031632967
26663,523720.57071685034,5457.091747725791,684067.7621070497,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2003065.051.Percent_Tree_Cover,AF,2,27.5,2003,AF2,497584.33949037927,0.7655975032410508,0.007977414007812593,26136.231226471078,0.03820707928987453,-1077.9584356277483,0.023918878947957523
24690,485422.1641823769,4774.481851564243,625399.4372115786,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2004065.051.Percent_Tree_Cover,AF,2,27.5,2004,AF2,497584.33949037927,0.7761794067911096,0.007634291890078868,-12162.175308002392,-0.019447051890914658,-38298.40653447347,0.010581903550058835
24036,510826.7311205074,3972.131166968845,647189.0559673683,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2005065.051.Percent_Tree_Cover,AF,2,27.5,2005,AF2,497584.33949037927,0.7893006323429913,0.0061375128802689805,13242.391630128142,0.02046139610679052,25404.566938130534,0.013121225551881666
28613,545637.5051035844,6972.060360622814,725090.1987431224,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2006065.051.Percent_Tree_Cover,AF,2,27.5,2006,AF2,497584.33949037927,0.7525098340170604,0.009615438703637484,48053.165613205114,0.066271983398066725,34810.77398307697,-0.03679079832593091
27426,549372.4854146114,7421.889502606083,722912.4313620831,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2007065.051.Percent_Tree_Cover,AF,2,27.5,2007,AF2,497584.33949037927,0.7599433369536964,0.010266650814984674,51788.14592423214,0.07163820080760676,3734.9803110270295,0.007433502936636027
24075,504836.7782972068,5241.791400623695,650571.8060758966,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2008065.051.Percent_Tree_Cover,AF,2,27.5,2008,AF2,497584.33949037927,0.7759893275152349,0.008057206524581823,7252.438806827529,0.011147791433773646,-44535.707117404614,0.016045990561538437
31814,471235.64848350454,5070.483411319187,632754.901167874,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2009065.051.Percent_Tree_Cover,AF,2,27.5,2009,AF2,497584.33949037927,0.7447364652786509,0.00801334513879009,-26348.691006874724,-0.04164122784073741,-33601.12981370225,-0.03125286223658397
23458,554763.4429550826,5412.516709687607,698972.4311962669,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2010065.051.Percent_Tree_Cover,AF,2,27.5,2010,AF2,497584.33949037927,0.7936842973987177,0.007743533890777743,57179.10346470337,0.0818045189090553,83527.79447157809,0.048947832120066814
24651,527024.9503327248,5212.074708592108,666701.8517002825,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2011065.051.Percent_Tree_Cover,AF,2,27.5,2011,AF2,497584.33949037927,0.790495705072153,0.00781769946386051,29440.610842345573,0.04415858568153591,-27738.492622357793,-0.0031885923265646543
27734,494499.73957480065,5644.714783625653,647861.7602989356,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2012065.051.Percent_Tree_Cover,AF,2,27.5,2012,AF2,497584.33949037927,0.7632797147135667,0.008712838339186858,-3084.599915578612,-0.004761200775540942,-32525.210757924186,-0.02721599035858635
30159,498633.56450762926,4951.616643230343,639142.8245921779,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2013065.051.Percent_Tree_Cover,AF,2,27.5,2013,AF2,497584.33949037927,0.7801598411525557,0.0077472772167783525,1049.2250172499917,0.001641612761466074,4133.824932828604,0.01688012643898895
34554,467560.39289621933,4955.112724640264,611204.4726488643,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2014065.051.Percent_Tree_Cover,AF,2,27.5,2014,AF2,497584.33949037927,0.7649819558254964,0.008107127723011552,-30023.946594159934,-0.04912258980049812,-31073.171611409925,-0.015177885327059215
29973,353930.4634260983,123023.31755030986,628189.6015203673,africa_AF_2_27.5_perc_threshold_in_MOD44B.MRTWEB.A2015065.051.Percent_Tree_Cover,AF,2,27.5,2015,AF2,497584.33949037927,0.5634134385056724,0.19583787641910078,-143653.87606428098,-0.22867916902254454,-113629.92947012105,-0.20156851731982406
25589,221071.50349668122,207560.89687083056,578029.28208751,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2000065.051.Percent_Tree_Cover,AF,2,30,2000,AF2,384084.0017463958,0.3824572739607548,0.35908370614242885,-163012.49824971455,-0.28201425654597806,NA,NA
32024,412929.1680146125,5211.200688243204,564039.1296276544,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2001065.051.Percent_Tree_Cover,AF,2,30,2001,AF2,384084.0017463958,0.7320931231973288,0.009239076536557549,28845.166268216737,0.05114036376741916,191857.6645179313,0.349635849236574
26281,489684.7614468533,6115.81175421263,656837.3666501066,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2002065.051.Percent_Tree_Cover,AF,2,30,2002,AF2,384084.0017463958,0.7455190376032694,0.009310998528301584,105600.75970045751,0.16077154720813927,76755.59343224077,0.013425914405940653
24937,340057.7210340479,146692.3714059936,626384.74949076,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2003065.051.Percent_Tree_Cover,AF,2,30,2003,AF2,384084.0017463958,0.542889528058448,0.23418892545716025,-44026.280712347885,-0.07028632282018438,-149627.0404128054,-0.2026295095448214
23943,316981.8356581625,117719.17936446787,568000.4812102587,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2004065.051.Percent_Tree_Cover,AF,2,30,2004,AF2,384084.0017463958,0.5580661392799494,0.20725190076184347,-67102.1660882333,-0.11813751626628263,-23075.88537588541,0.01517661122150138
23249,337011.1774215356,125038.22580557356,591966.4106464467,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2005065.051.Percent_Tree_Cover,AF,2,30,2005,AF2,384084.0017463958,0.5693079393702564,0.21122520392504654,-47072.82432486018,-0.07951941778834226,20029.341763373115,0.011241800090306953
27740,488865.80437597574,6358.789412517383,643988.3934325055,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2006065.051.Percent_Tree_Cover,AF,2,30,2006,AF2,384084.0017463958,0.7591220732570738,0.009874074559984796,104781.80262957996,0.1627075948854998,151854.62695444014,0.18981413388681745
26942,500943.30896206154,6791.1381474287655,656708.0116383653,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2007065.051.Percent_Tree_Cover,AF,2,30,2007,AF2,384084.0017463958,0.7628098029629643,0.010341183641853446,116859.30721566576,0.1779471319744118,12077.504586085794,0.0036877297058904857
23645,452760.02356898965,4671.63878996226,581455.7332142381,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2008065.051.Percent_Tree_Cover,AF,2,30,2008,AF2,384084.0017463958,0.7786663673710302,0.00803438425851928,68676.02182259387,0.11811049044603729,-48183.285393071885,0.015856564408065932
29212,411222.206264414,5305.886226553955,571376.8218367049,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2009065.051.Percent_Tree_Cover,AF,2,30,2009,AF2,384084.0017463958,0.7197040386456877,0.009286141866059692,27138.204518018232,0.04749615924353005,-41537.81730457564,-0.05896232872534257
23424,362802.9353755453,150759.47945125072,646912.8655350506,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2010065.051.Percent_Tree_Cover,AF,2,30,2010,AF2,384084.0017463958,0.5608219509987287,0.23304449097106783,-21281.066370850487,-0.032896341230204594,-48419.27088886872,-0.158882087646959
22274,490784.27905123256,4709.221665158347,608643.5930122875,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2011065.051.Percent_Tree_Cover,AF,2,30,2011,AF2,384084.0017463958,0.8063574227771826,0.007737240183292746,106700.27730483678,0.17530830609217088,127981.34367568727,0.24553547177845392
26548,337905.8829231944,87532.2643920504,578996.2399387026,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2012065.051.Percent_Tree_Cover,AF,2,30,2012,AF2,384084.0017463958,0.5836063511551784,0.15117933132228512,-46178.118823201396,-0.07975547272654172,-152878.39612803818,-0.22275107162200414
28407,323474.35018506495,121320.72590161859,572124.9832593817,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2013065.051.Percent_Tree_Cover,AF,2,30,2013,AF2,384084.0017463958,0.5653910590344083,0.2120528371448795,-60609.65156133083,-0.1059377816644873,-14431.532738129434,-0.01821529212077011
30383,337065.9493633909,54185.183161156165,531298.0358419184,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2014065.051.Percent_Tree_Cover,AF,2,30,2014,AF2,384084.0017463958,0.634419716664793,0.1019864172380986,-47018.05238300486,-0.08849656729578902,13591.599178325967,0.06902865763038468
28278,321783.12080057024,62909.94567084584,555411.0920370957,africa_AF_2_30_perc_threshold_in_MOD44B.MRTWEB.A2015065.051.Percent_Tree_Cover,AF,2,30,2015,AF2,384084.0017463958,0.5793602710027953,0.11326735560881472,-62300.88094582554,-0.11217075394969694,-15282.82856282068,-0.05505944566199772
24928,198285.21019825904,112833.1142477615,547948.4149179953,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2000065.051.Percent_Tree_Cover,AF,2,32.5,2000,AF2,300257.12843461655,0.36186838906712404,0.2059192273868478,-101971.91823635751,-0.18609766076541784,NA,NA
30219,301274.81588373095,59503.88835289138,518604.3469065599,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2001065.051.Percent_Tree_Cover,AF,2,32.5,2001,AF2,300257.12843461655,0.5809338423035113,0.1147385067399224,1017.6874491143972,0.001962358115941053,102989.6056854719,0.21906545323638726
25917,338380.18463507795,128257.53410786437,623303.2450635432,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2002065.051.Percent_Tree_Cover,AF,2,32.5,2002,AF2,300257.12843461655,0.5428821160727014,0.20577068244653376,38123.056200461404,0.06116293554123068,37105.36875134701,-0.03805172623080988
24549,324485.8830742916,133419.20697619062,588411.4785282604,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2003065.051.Percent_Tree_Cover,AF,2,32.5,2003,AF2,300257.12843461655,0.5514608312636904,0.22674473874965836,24228.754639675026,0.041176549954933216,-13894.301560786378,0.008578715190988961
23377,298480.86415340996,89162.31235150255,530881.1281332542,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2004065.051.Percent_Tree_Cover,AF,2,32.5,2004,AF2,300257.12843461655,0.5622367199281748,0.1679515575643561,-1776.2642812065897,-0.0033458794955708747,-26005.018920881615,0.010775888664484423
23483,317608.79959209263,112089.90560718988,555145.9725303383,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2005065.051.Percent_Tree_Cover,AF,2,32.5,2005,AF2,300257.12843461655,0.5721176326731534,0.2019106886361573,17351.671157476085,0.03125605159015691,19127.935438682674,0.009880912744978598
27047,345088.58218933747,79742.70366077767,595172.608643549,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2006065.051.Percent_Tree_Cover,AF,2,32.5,2006,AF2,300257.12843461655,0.5798126075993733,0.1339824825650467,44831.45375472092,0.07532512938875961,27479.782597244834,0.007694974926219844
26419,329279.884713757,137559.73273128533,615376.463137238,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2007065.051.Percent_Tree_Cover,AF,2,32.5,2007,AF2,300257.12843461655,0.5350869011711336,0.223537526979818,29022.756279140478,0.04716260373557377,-15808.69747558044,-0.0447257064282397
23321,297914.79030466714,119881.21437924854,536294.2275236599,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2008065.051.Percent_Tree_Cover,AF,2,32.5,2008,AF2,300257.12843461655,0.5555062408191292,0.2235362758476823,-2342.3381299494067,-0.004367636289439772,-31365.094409089885,0.020419339647995693
28024,223155.45935996706,103877.9017049344,531859.7395896396,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2009065.051.Percent_Tree_Cover,AF,2,32.5,2009,AF2,300257.12843461655,0.41957576922845174,0.19531070688877894,-77101.66907464949,-0.14496616934031867,-74759.33094470008,-0.1359304715906775
23868,347791.0531223386,129799.30601160356,607715.6747374361,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2010065.051.Percent_Tree_Cover,AF,2,32.5,2010,AF2,300257.12843461655,0.5722923853701847,0.2135855818885755,47533.92468772206,0.07821737477523369,124635.59376237154,0.15271661614173293
21555,339392.00886411616,120211.01139245521,567103.1536467256,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2011065.051.Percent_Tree_Cover,AF,2,32.5,2011,AF2,300257.12843461655,0.5984660933053794,0.21197380162576232,39134.88042949961,0.06900839852123007,-8399.04425822245,0.02617370793519469
26288,316472.8644722531,80075.41407530726,536956.4436110837,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2012065.051.Percent_Tree_Cover,AF,2,32.5,2012,AF2,300257.12843461655,0.5893827483360524,0.14912832321518,16215.736037636525,0.030199350860908088,-22919.144391863083,-0.009083344969326945
27926,300950.84567293635,59690.05468826052,527510.9056502715,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2013065.051.Percent_Tree_Cover,AF,2,32.5,2013,AF2,300257.12843461655,0.5705111353137794,0.11315416240481246,693.7172383198049,0.0013150765811460298,-15522.01879931672,-0.018871613022273026
28552,221277.7723001293,93757.32869046224,491268.194987447,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2014065.051.Percent_Tree_Cover,AF,2,32.5,2014,AF2,300257.12843461655,0.45042153055681416,0.19084754447182958,-78979.35613448726,-0.1607662717439002,-79673.07337280706,-0.12008960475696523
27148,304275.03641750006,52381.205151338865,512307.0302589176,africa_AF_2_32.5_perc_threshold_in_MOD44B.MRTWEB.A2015065.051.Percent_Tree_Cover,AF,2,32.5,2015,AF2,300257.12843461655,0.5939310187949615,0.10224572777161704,4017.9079828835092,0.00784277346507011,82997.26411737077,0.1435094882381473
24528,184905.99796556527,100511.17530279825,505557.26240823173,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2000065.051.Percent_Tree_Cover,AF,2,35,2000,AF2,254644.77391166586,0.36574689301220203,0.19881264255608025,-69738.77594610059,-0.1379443658150584,NA,NA
25722,202293.17619972164,73256.01593645172,473014.5712427615,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2001065.051.Percent_Tree_Cover,AF,2,35,2001,AF2,254644.77391166586,0.42766795887118736,0.15487052701988563,-52351.597711944225,-0.11067650109466973,17387.178234156367,0.061921065858985325
25241,320376.23937140236,103396.31649001088,574832.9896544181,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2002065.051.Percent_Tree_Cover,AF,2,35,2002,AF2,254644.77391166586,0.5573379488258117,0.17987192515198436,65731.4654597365,0.11434880503162037,118083.06317168073,0.1296699899546243
24337,296770.69766181207,111908.40071376009,531828.857537146,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2003065.051.Percent_Tree_Cover,AF,2,35,2003,AF2,254644.77391166586,0.558019169994144,0.2104218286160671,42125.923750146205,0.07920954862289302,-23605.541709590296,6.812211683323577e-4
22964,266283.41102760925,81585.13856608134,479611.9682118043,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2004065.051.Percent_Tree_Cover,AF,2,35,2004,AF2,254644.77391166586,0.5552059345400119,0.17010655274151132,11638.637115943391,0.02426677791077053,-30487.286634202814,-0.002813235454132146
23549,292497.3208129709,94317.28439708275,505587.27044082666,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2005065.051.Percent_Tree_Cover,AF,2,35,2005,AF2,254644.77391166586,0.5785298363187419,0.18654995865470775,37852.54690130506,0.07486847299043159,26213.90978536167,0.023323901778730005
26701,320111.41120455146,60412.57818056526,536784.2616019086,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2006065.051.Percent_Tree_Cover,AF,2,35,2006,AF2,254644.77391166586,0.5963502175888185,0.11254536040285137,65466.6372928856,0.12196079873414237,27614.09039158054,0.01782038127007657
25471,213334.6753268621,98218.32857529259,557685.2929976481,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2007065.051.Percent_Tree_Cover,AF,2,35,2007,AF2,254644.77391166586,0.3825359535306264,0.17611783887531493,-41310.09858480375,-0.07407421193188604,-106776.73587768935,-0.21381426405819204
22791,268263.94114909373,92472.51877076276,481154.0314560942,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2008065.051.Percent_Tree_Cover,AF,2,35,2008,AF2,254644.77391166586,0.557542748498353,0.19218901375702382,13619.167237427871,0.0283052127739901,54929.265822231624,0.17500679496772653
25599,205851.8957396223,64165.330238781906,478375.52075201744,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2009065.051.Percent_Tree_Cover,AF,2,35,2009,AF2,254644.77391166586,0.4303144429631732,0.13413171756345835,-48792.878172043565,-0.10199702128432497,-62412.04540947144,-0.12722830553517972
24631,326645.58736772963,69938.23467421024,555660.7705181056,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2010065.051.Percent_Tree_Cover,AF,2,35,2010,AF2,254644.77391166586,0.5878507260160923,0.1258649852301052,72000.81345606377,0.1295769240447355,120793.69162810734,0.1575362830529191
21521,298733.4560353297,83392.90399735585,505333.22185713943,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2011065.051.Percent_Tree_Cover,AF,2,35,2011,AF2,254644.77391166586,0.5911613230918417,0.16502557201935064,44088.682123663864,0.08724675168126585,-27912.131332399906,0.003310597075749322
25508,220167.1837708296,62031.263875366356,481341.6544915662,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2012065.051.Percent_Tree_Cover,AF,2,35,2012,AF2,254644.77391166586,0.45740313915567693,0.12887158901900778,-34477.590140836255,-0.0716281041109031,-78566.27226450012,-0.13375818393616473
25249,184115.88356608225,90230.36522367517,473757.19720362447,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2013065.051.Percent_Tree_Cover,AF,2,35,2013,AF2,254644.77391166586,0.3886292063800518,0.19045698040317785,-70528.89034558361,-0.14887138551537352,-36051.30020474736,-0.06877393277562516
25791,205191.1363521203,60363.05036047394,444553.84646869154,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2014065.051.Percent_Tree_Cover,AF,2,35,2014,AF2,254644.77391166586,0.46156644011080716,0.13578343959897582,-49453.637559545576,-0.11124330146365842,21075.252786038036,0.07293723373075539
25122,268774.36903535115,47781.2360303755,455956.89868191,africa_AF_2_35_perc_threshold_in_MOD44B.MRTWEB.A2015065.051.Percent_Tree_Cover,AF,2,35,2015,AF2,254644.77391166586,0.5894731932170121,0.10479331745720379,14129.595123685285,0.030988883301319537,63583.23268323086,0.12790675310620492
24482,148880.33569102437,59167.68185687569,437473.40758422937,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2000065.051.Percent_Tree_Cover,AF,2,40,2000,AF2,209648.5309029679,0.34031859562197403,0.13524863644536791,-60768.19521194353,-0.13890717506124864,NA,NA
22234,188563.48180523686,47969.15040639813,425040.46805435966,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2001065.051.Percent_Tree_Cover,AF,2,40,2001,AF2,209648.5309029679,0.4436365381122273,0.11285784298605471,-21085.04909773104,-0.04960715668851186,39683.14611421249,0.10331794249025328
25155,282273.3220564872,84684.70608004228,501088.6876804253,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2002065.051.Percent_Tree_Cover,AF,2,40,2002,AF2,209648.5309029679,0.5633200848399715,0.16900143260478245,72624.7911535193,0.14493400657217897,93709.84025125034,0.11968354672774423
23592,208987.00674796556,61896.37340085075,461312.02138879325,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2003065.051.Percent_Tree_Cover,AF,2,40,2003,AF2,209648.5309029679,0.45302744575960563,0.13417463783950379,-661.5241550023493,-0.0014340058882723488,-73286.31530852165,-0.1102926390803659
21432,176395.07910238818,53993.772703719165,419983.38628846686,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2004065.051.Percent_Tree_Cover,AF,2,40,2004,AF2,209648.5309029679,0.4200048974823749,0.1285616871202457,-33253.45180057973,-0.07917801724123319,-32591.92764557738,-0.03302254827723072
22408,197870.05053048002,73053.82589471947,446457.754139338,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2005065.051.Percent_Tree_Cover,AF,2,40,2005,AF2,209648.5309029679,0.44319994153069503,0.16362987363843526,-11778.480372487888,-0.026382071457564747,21474.97142809184,0.023195044048320124
24582,277906.7163701833,50032.71246127774,464608.8261625515,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2006065.051.Percent_Tree_Cover,AF,2,40,2006,AF2,209648.5309029679,0.5981520382760718,0.10768782176293165,68258.18546721537,0.14691538693097075,80036.66583970326,0.15495209674537674
24931,187217.49046087102,66691.83174090556,463824.24722514156,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2007065.051.Percent_Tree_Cover,AF,2,40,2007,AF2,209648.5309029679,0.4036388601521195,0.14378685922500548,-22431.040442096884,-0.048361077663127854,-90689.22590931226,-0.19451317812395225
21435,176669.52149357554,47979.63865068442,411775.7524883572,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2008065.051.Percent_Tree_Cover,AF,2,40,2008,AF2,209648.5309029679,0.429043042058604,0.11651885367398127,-32979.00940939237,-0.08008973138923434,-10547.968967295485,0.02540418190648447
22460,184476.27129188107,50353.186590929035,416084.9641716956,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2009065.051.Percent_Tree_Cover,AF,2,40,2009,AF2,209648.5309029679,0.44336202260785795,0.12101659739415871,-25172.259611086833,-0.06049788331380226,7806.749798305536,0.014318980549253957
24019,294615.94614981883,58394.17384394532,496843.86216313887,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2010065.051.Percent_Tree_Cover,AF,2,40,2010,AF2,209648.5309029679,0.592974913420751,0.11753023090536151,84967.41524685093,0.17101432002585923,110139.67485793776,0.14961289081289308
20973,258947.7581996648,49963.66485325388,437076.01966306893,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2011065.051.Percent_Tree_Cover,AF,2,40,2011,AF2,209648.5309029679,0.5924547368196525,0.11431344344118818,49299.22729669689,0.1127932558155454,-35668.18795015404,-5.201766010984876e-4
23568,196249.03411450368,50740.08626740786,424622.9776654598,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2012065.051.Percent_Tree_Cover,AF,2,40,2012,AF2,209648.5309029679,0.46217243163208876,0.11949444315607329,-13399.496788464225,-0.03155622162072692,-62698.72408516111,-0.13028230518756378
21215,167389.17337910982,73064.8968191983,405500.28634954913,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2013065.051.Percent_Tree_Cover,AF,2,40,2013,AF2,209648.5309029679,0.41279668353875615,0.1801845751502502,-42259.35752385808,-0.10421535803165795,-28859.860735393857,-0.049375748093332616
22611,180487.24239791368,45710.39047259428,386301.5552621462,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2014065.051.Percent_Tree_Cover,AF,2,40,2014,AF2,209648.5309029679,0.46721852381731704,0.11832825897264372,-29161.288505054225,-0.07548840564533897,13098.069018803857,0.054421840278560896
21240,227448.0646563826,23049.082084735997,390017.0157852729,africa_AF_2_40_perc_threshold_in_MOD44B.MRTWEB.A2015065.051.Percent_Tree_Cover,AF,2,40,2015,AF2,209648.5309029679,0.5831747217449764,0.059097632031074925,17799.533753414697,0.04563783894806882,46960.82225846892,0.11595619792765938
664218,20795452.0677462,467268.47009853914,26885156.251322072,southasia_SEAS_1_10_perc_threshold_in_MOD44B.MRTWEB.A2000065.051.Percent_Tree_Cover,SEAS,1,10,2000,SEAS1,22896102.19301327,0.7734919549416265,0.017380165684384344,-2100650.12526707,-0.07813419812889393,NA,NA
573042,21521908.068961877,480135.7977441567,27302091.637297846,southasia_SEAS_1_10_perc_threshold_in_MOD44B.MRTWEB.A2001065.051.Percent_Tree_Cover,SEAS,1,10,2001,SEAS1,22896102.19301327,0.7882878848578926,0.01758604447317271,-1374194.124051392,-0.0503329247556287,726456.0012156777,0.014795929916266104
627812,22759871.37179293,490445.45049459784,28272898.382762894,southasia_SEAS_1_10_perc_threshold_in_MOD44B.MRTWEB.A2002065.051.Percent_Tree_Cover,SEAS,1,10,2002,SEAS1,22896102.19301327,0.8050066556200307,0.017346840209124338,-136230.82122033834,-0.004818424321978748,1237963.3028310537,0.016718770762138124
710084,21675928.2270124,435405.4754280183,27079219.94321263,southasia_SEAS_1_10_perc_threshold_in_MOD44B.MRTWEB.A2003065.051.Percent_Tree_Cover,SEAS,1,10,2003,SEAS1,22896102.19301327,0.8004635389227835,0.016078951917414895,-1220173.9660008699,-0.04505942078684969,-1083943.1447805315,-0.004543116697247163
770706,21896698.48482741,723007.6995806245,28737463.216592964,southasia_SEAS_1_10_perc_threshold_in_MOD44B.MRTWEB.A2004065.051.Percent_Tree_Cover,SEAS,1,10,2004,SEAS1,22896102.19301327,0.7619565554479525,0.025159064811370025,-999403.708185859,-0.03477703305449748,220770.25781501085,-0.03850698347483106
748471,21771566.447503895,623253.4259039491,29359863.88997194,southasia_SEAS_1_10_perc_threshold_in_MOD44B.MRTWEB.A2005065.051.Percent_Tree_Cover,SEAS,1,10,2005,SEAS1,22896102.19301327,0.7415418044543496,0.021228076132765228,-1124535.745509375,-0.038301803772784776,-125132.03732351586,-0.020414750993602904
687872,22926344.571861938,782753.4002313977,28881991.22226337,southasia_SEAS_1_10_perc_threshold_in_MOD44B.MRTWEB.A2006065.051.Percent_Tree_Cover,SEAS,1,10,2006,SEAS1,22896102.19301327,0.793793765652467,0.027101780975129608,30242.378848668188,0.001047101587142516,1154778.124358043,0.05225196119811737
